Has_Online_delivery,Photos_url,Price_Range,Rating_text,Rating_Color,Rating_Votes,Aggregate_rating,Restaurant_id,Restaurant_Name,Cuisines,is_delivering_now,Average_cost_for_two,Switch_to_order_menu,Has_table_booking,latitude,Address,City,Country_id,Locality_verbose,City_id,longitude,Locality,Currency
1,https://www.zomato.com/HauzKhasSocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,7931,4.3,308322,Hauz Khas Social,"Continental, American, Asian, North Indian",0,1600,0,1,28.5542851,"9-A & 12, Hauz Khas Village, New Delhi",New Delhi,1,"Hauz Khas Village, New Delhi",1,77.1944706,Hauz Khas Village,Rs.
0,https://www.zomato.com/ncr/qubitos-the-terrace-cafe-rajouri-garden-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,778,4.5,18037817,Qubitos - The Terrace Cafe,"Thai, European, Mexican, North Indian, Chinese, Cafe",0,1500,0,1,28.6471325,"C-7, Vishal Enclave, Opposite Metro Pillar 417, Rajouri Garden, New Delhi",New Delhi,1,"Rajouri Garden, New Delhi",1,77.1177015,Rajouri Garden,Rs.
1,https://www.zomato.com/ncr/the-hudson-cafe-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Very Good,5BA829,1537,4.4,312345,The Hudson Cafe,"Cafe, Italian, Continental, Chinese",0,850,0,0,28.6949468,"2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,1,"Delhi University-GTB Nagar, New Delhi",1,77.2043172,Delhi University-GTB Nagar,Rs.
0,https://www.zomato.com/ncr/summer-house-cafe-hauz-khas-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1823,4.1,307490,Summer House Cafe,"Italian, Continental",0,1850,0,1,28.5525204,"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",New Delhi,1,"Hauz Khas, New Delhi",1,77.203809,Hauz Khas,Rs.
0,https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,840,4.4,18241537,38 Barracks,"North Indian, Italian, Asian, American",0,1600,0,1,28.6330248887,"M-38, Outer Circle, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.2228584811,Connaught Place,Rs.
1,https://www.zomato.com/ncr/spezia-bistro-delhi-university-gtb-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Excellent,3F7E00,1071,4.6,18161577,Spezia Bistro,"Cafe, Continental, Chinese, Italian",0,900,0,1,28.694839,"2525, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",New Delhi,1,"Delhi University-GTB Nagar, New Delhi",1,77.2041413,Delhi University-GTB Nagar,Rs.
0,https://www.zomato.com/agra/taj-bano-itc-mughal-tajganj/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,Very Good,5BA829,41,4.0,3400060,Taj Bano - ITC Mughal,Mughlai,0,2500,0,0,27.160934,"ITC Mughal, Fatehabad Road, Tajganj, Agra",Agra,1,"ITC Mughal, Tajganj, Agra",34,78.044095,"ITC Mughal, Tajganj",Rs.
0,https://www.zomato.com/ncr/manhattan-brewery-bar-exchange-golf-course-road-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,Excellent,3F7E00,2093,4.6,303960,Manhattan Brewery & Bar Exchange,"Finger Food, American, Continental, North Indian, Italian",0,2000,0,0,28.460271,"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon",Gurgaon,1,"Global Foyer Mall, Golf Course Road, Gurgaon",1,77.0950273,"Global Foyer Mall, Golf Course Road",Rs.
0,https://www.zomato.com/ncr/the-wine-company-dlf-cyber-city-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,Poor,FF7800,2412,2.4,306134,The Wine Company,"Italian, European",0,2000,0,1,28.4962285,"Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City, Gurgaon",1,77.0890476,"Cyber Hub, DLF Cyber City",Rs.
0,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,Very Good,5BA829,1942,4.4,18233593,Farzi Cafe,Modern Indian,0,2200,0,0,28.6323984,"38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.2214296,Connaught Place,Rs.
1,https://www.zomato.com/ncr/indian-grill-room-golf-course-road-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,1262,4.5,7528,Indian Grill Room,"North Indian, Mughlai",0,1800,0,1,28.4334574,"315, 3rd Floor, Suncity Business Tower, Golf Course Road, Gurgaon",Gurgaon,1,"Suncity Business Tower, Golf Course Road, Gurgaon",1,77.1052774,"Suncity Business Tower, Golf Course Road",Rs.
0,https://www.zomato.com/ncr/cafeteria-co-vijay-nagar-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Excellent,3F7E00,1136,4.6,18273624,Cafeteria & Co.,"Continental, Mexican",0,900,0,0,28.6944707,"G 14, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,1,"Vijay Nagar, New Delhi",1,77.2043384,Vijay Nagar,Rs.
0,https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,4,Very Good,5BA829,4385,4.3,308022,Farzi Cafe,Modern Indian,0,2200,0,0,28.4952079,"7-8, Ground Floor, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City, Gurgaon",1,77.0886879,"Cyber Hub, DLF Cyber City",Rs.
0,https://www.zomato.com/agra/time2eat-mama-chicken-agra-cantt/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Good,9ACD32,94,3.6,3400005,Time2Eat - Mama Chicken,North Indian,0,500,0,0,27.1608324942,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra,1,"Agra Cantt, Agra",34,78.0116079748,Agra Cantt,Rs.
0,https://www.zomato.com/ncr/molecule-air-bar-sector-29-gurgaon/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1809,4.2,18157413,Molecule Air Bar,"Continental, North Indian, Italian, Chinese",0,1500,0,1,28.4679344,"4th Floor, SCO 53, Main Market, Sector 29, Gurgaon",Gurgaon,1,"Sector 29, Gurgaon",1,77.0642265,Sector 29,Rs.
1,https://www.zomato.com/ncr/hotmess-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1129,4.3,18279449,HotMess,"North Indian, Mediterranean, Asian, Fast Food",0,1900,0,1,28.6326547,"M-11, Middle Circle, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.222238,Connaught Place,Rs.
0,https://www.zomato.com/ncr/my-bar-headquarters-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,3010,3.7,311057,My Bar Headquarters,"North Indian, Mughlai, Chinese",0,1000,0,0,28.630721,"N-49, 2nd Floor, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.2198128,Connaught Place,Rs.
0,https://www.zomato.com/ncr/flypmtv-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,1379,3.9,18235515,FLYP@MTV,"North Indian, Mexican, Italian, Continental",0,1200,0,1,28.6303331283,"N/57 & N/60, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.2207207605,Connaught Place,Rs.
0,https://www.zomato.com/ncr/tamasha-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,1801,3.7,18238278,Tamasha,"Finger Food, North Indian, Continental, Italian",0,1600,0,1,28.629606,"28, Kasturba Gandhi Marg, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.221744,Connaught Place,Rs.
0,https://www.zomato.com/ncr/the-barbeque-company-jail-road-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,621,4.2,17977777,The Barbeque Company,"North Indian, Chinese, Continental",0,1200,0,0,28.6255344,"HL 1-2, L Block, Jail Road, New Delhi",New Delhi,1,"Jail Road, New Delhi",1,77.1014229,Jail Road,Rs.
1,https://www.zomato.com/ncr/saravana-bhavan-connaught-place-new-delhi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Very Good,5BA829,5172,4.3,900,Saravana Bhavan,South Indian,0,500,0,0,28.6323578,"P-13, Connaught Circus, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.2163096,Connaught Place,Rs.
0,https://www.zomato.com/OdeonSocial/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1959,4.1,18246991,Odeon Social,"Continental, American, Asian, North Indian",0,1600,0,1,28.6342487678,"1st Floor, 23, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi",New Delhi,1,"Connaught Place, New Delhi",1,77.2209088504,Connaught Place,Rs.
0,https://www.zomato.com/kolkata/spice-kraft-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,1424,4.8,18017612,Spice Kraft,"Continental, Middle Eastern, Asian",0,1200,0,0,22.5264613,"54/1/2A, Hazra Road, Ballygunge Phari, Near Hazra Law College, Ballygunge, Kolkata",Kolkata,1,"Ballygunge, Kolkata",2,88.3644527,Ballygunge,Rs.
1,https://www.zomato.com/kolkata/hoppipola-kasba/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1103,4.2,18249144,Hoppipola,"Italian, Mexican, American, Mediterranean",0,1200,0,0,22.5145853388,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,1,"Acropolis Mall, Kasba , Kolkata",2,88.3933101967,"Acropolis Mall, Kasba ",Rs.
0,https://www.zomato.com/kolkata/barbeque-nation-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,1753,4.9,25570,Barbeque Nation,"North Indian, Chinese",0,1600,0,0,22.5510837417,"24, 1st Floor, Park Center Building, Park Street Area, Kolkata",Kolkata,1,"Park Street Area, Kolkata",2,88.3541271463,Park Street Area,Rs.
1,https://www.zomato.com/kolkata/peter-cat-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,7574,4.3,20404,Peter Cat,"Continental, North Indian",0,1000,0,0,22.5526719,"18A, Park Street, Park Street Area, Kolkata",Kolkata,1,"Park Street Area, Kolkata",2,88.352885,Park Street Area,Rs.
0,https://www.zomato.com/kolkata/barbeque-nation-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,5966,4.9,20842,Barbeque Nation,"North Indian, Chinese",0,1600,0,0,22.5693584266,"K1, RDB Boulevard, Block EP & GP, Sector 5, Salt Lake",Kolkata,1,"Sector 5, Salt Lake, Kolkata",2,88.4334521368,"Sector 5, Salt Lake",Rs.
0,https://www.zomato.com/kolkata/whats-up-southern-avenue/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1126,4.0,18017615,What's Up,"Cafe, Chinese, Continental",0,1000,0,1,22.5141185869,"122A, Southern Avenue, Kolkata",Kolkata,1,"Southern Avenue, Kolkata",2,88.3625043556,Southern Avenue,Rs.
1,https://www.zomato.com/kolkata/6-ballygunge-place-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1778,4.4,20002,6 Ballygunge Place,Bengali,0,1000,0,1,22.5278931461,"6, Ballygunge Place, Ballygunge, Kolkata",Kolkata,1,"Ballygunge, Kolkata",2,88.3686281741,Ballygunge,Rs.
1,https://www.zomato.com/kolkata/tgi-fridays-elgin/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,911,4.0,25587,TGI Friday's,"Tex-Mex, American",0,1800,0,1,22.5379599453,"Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Kolkata,1,"Elgin, Kolkata",2,88.3498426527,Elgin,Rs.
0,https://www.zomato.com/kolkata/the-irish-house-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,2224,4.4,24286,The Irish House,"European, American",0,1900,0,0,22.5391289434,"5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata",Kolkata,1,"Quest Mall, Ballygunge, Kolkata",2,88.3655070886,"Quest Mall, Ballygunge",Rs.
1,https://www.zomato.com/kolkata/asia-kitchen-by-mainland-china-kasba/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,945,4.6,18217475,Asia Kitchen by Mainland China,"Asian, Chinese",0,1400,0,0,22.5146875471,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata",Kolkata,1,"Acropolis Mall, Kasba , Kolkata",2,88.3932937682,"Acropolis Mall, Kasba ",Rs.
1,https://www.zomato.com/kolkata/india-restaurant-kidderpore/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Excellent,3F7E00,1219,4.6,20747,India Restaurant,"Biryani, North Indian, Chinese, Mughlai",0,800,0,1,22.5389989,"Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kolkata,1,"Kidderpore, Kolkata",2,88.3223365,Kidderpore,Rs.
0,https://www.zomato.com/kolkata/nawwarah-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,326,3.9,18377112,Nawwarah,"Chinese, Cafe, North Indian, Desserts",0,1000,0,0,22.538731,"48A, Syed Amir Ali Avenue, Ballygunge, Kolkata",Kolkata,1,"Ballygunge, Kolkata",2,88.364878,Ballygunge,Rs.
0,https://www.zomato.com/kolkata/santas-fantasea-golpark/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Very Good,5BA829,2584,4.2,24530,Santa's Fantasea,"Seafood, Chinese",0,800,0,0,22.5150818224,"9, Ballygunge Terrace, Near Anjali Jewellers, Golpark, Kolkata",Kolkata,1,"Golpark, Kolkata",2,88.3678302169,Golpark,Rs.
0,https://www.zomato.com/kolkata/mumbai-local-ballygunge/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,704,4.2,18343731,Mumbai Local,"North Indian, Chinese, Street Food",0,1200,0,1,22.5336623,"19, Ballygunge Park Road, Near Quest Mall, Ballygunge, Kolkata",Kolkata,1,"Ballygunge, Kolkata",2,88.3662166,Ballygunge,Rs.
0,https://www.zomato.com/kolkata/sigree-global-grill-science-city-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1616,4.1,24452,Sigree Global Grill,North Indian,0,1600,0,1,22.5490998,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata",Kolkata,1,"Silver Spring Arcade, Science City Area, Kolkata",2,88.4004673,"Silver Spring Arcade, Science City Area",Rs.
1,https://www.zomato.com/kolkata/barbq-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Very Good,5BA829,5288,4.2,20870,BarBQ,"Chinese, North Indian",0,900,0,0,22.5529963761,"43-47-55, Park Street Area, Kolkata",Kolkata,1,"Park Street Area, Kolkata",2,88.352310285,Park Street Area,Rs.
1,https://www.zomato.com/kolkata/mocambo-park-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,4464,3.5,20350,Mocambo,"Continental, Italian, North Indian",0,1050,0,0,22.5532273,"25B Park Street, Park Street Area, Kolkata",Kolkata,1,"Park Street Area, Kolkata",2,88.3532734,Park Street Area,Rs.
0,https://www.zomato.com/kolkata/gabbars-bar-kitchen-camac-street-area/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1484,4.4,25664,Gabbar's Bar & Kitchen,"North Indian, Chinese, Mexican, Italian",0,1400,0,1,22.5471855,"11/1, Ho Chi Minh Sarani, Camac Street Area, Kolkata",Kolkata,1,"Camac Street Area, Kolkata",2,88.3506798,Camac Street Area,Rs.
0,https://www.zomato.com/kolkata/ocean-grill-1-sector-5-salt-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,1040,3.6,18259462,Ocean Grill,"Continental, Seafood, North Indian, Asian",0,1500,0,1,22.5693667858,"1st Floor, Infinity Benchmark, Near RDB Cinemas, Block GP, Sector 5, Salt Lake",Kolkata,1,"Sector 5, Salt Lake, Kolkata",2,88.4331869334,"Sector 5, Salt Lake",Rs.
0,https://www.zomato.com/kolkata/flame-grill-kankurgachi/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,1064,3.9,21220,Flame & Grill,"North Indian, Continental",0,1500,0,1,22.5778208,"4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata",Kolkata,1,"Mani Square Mall, Kankurgachi, Kolkata",2,88.400581,"Mani Square Mall, Kankurgachi",Rs.
0,https://www.zomato.com/mumbai/farzi-cafe-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1240,4.3,18313566,Farzi Cafe,Modern Indian,0,1500,0,0,19.0035171959,"Kamala Mills, Near Radio Mirchi Office, Lower Parel, Mumbai",Mumbai,1,"Lower Parel, Mumbai",3,72.8276499733,Lower Parel,Rs.
1,https://www.zomato.com/mumbai/the-fusion-kitchen-borivali-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,2083,4.7,18075122,The Fusion Kitchen,"North Indian, Italian, Chinese, Mexican",0,1000,0,1,19.254567,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",Mumbai,1,"Borivali West, Mumbai",3,72.848923,Borivali West,Rs.
1,https://www.zomato.com/mumbai/tea-villa-cafe-hill-road-bandra-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,2040,4.1,18237753,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",0,1000,0,1,19.0558306414,"31, Opposite Globus, Hill Road, Bandra West",Mumbai,1,"Hill Road, Bandra West, Mumbai",3,72.8339840099,"Hill Road, Bandra West",Rs.
0,https://www.zomato.com/mumbai/mumbai-vibe-linking-road-bandra-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,146,3.8,18463285,Mumbai Vibe,"Cafe, Continental, North Indian, Italian, Chinese, Bakery, Desserts, Finger Food",0,1000,0,1,19.0658375116,"Ganga Jamuna Block, 14th Road, Linking Road, Bandra West",Mumbai,1,"Linking Road, Bandra West, Mumbai",3,72.8326579928,"Linking Road, Bandra West",Rs.
0,https://www.zomato.com/mumbai/38-degree-east-powai/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,181,3.8,18435740,38 Degree East,"North Indian, Chinese, Thai",0,1000,0,1,19.1219986598,"Panchkutir, Pawarwardi, Adhishankracharya Marg, Opposite Powai Lake, JVLR,Powai, Mumbai",Mumbai,1,"Powai, Mumbai",3,72.9084926386,Powai,Rs.
0,https://www.zomato.com/mumbai/mirchi-and-mime-powai/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Excellent,3F7E00,3244,4.9,17806994,Mirchi And Mime,"North Indian, South Indian, Mughlai",0,1500,0,0,19.1200826821,"Transocean House, Lake Boulevard, Hiranandani Business Park, Powai, Mumbai",Mumbai,1,"Powai, Mumbai",3,72.9073853418,Powai,Rs.
0,https://www.zomato.com/mumbai/r-adda-juhu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,536,4.0,18318116,R' ADDA,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",0,1200,0,0,19.1093,"Ramee Guestline Hotel, 462, A B Nair Road, Juhu, Mumbai",Mumbai,1,"Ramee Guestline Hotel, Juhu, Mumbai",3,72.825451,"Ramee Guestline Hotel, Juhu",Rs.
0,https://www.zomato.com/mumbai/the-american-joint-borivali-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Average,CDD614,170,3.4,18458563,The American Joint,"Healthy Food, American, Burger, Salad",0,850,0,1,19.2238399,"The Ahcl Homes Tower, Chikuwadi New Link Road, Borivali West, Mumbai",Mumbai,1,"Borivali West, Mumbai",3,72.8413473,Borivali West,Rs.
0,https://www.zomato.com/mumbai/grandmamas-cafe-juhu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,617,3.8,18388642,Grandmama's Cafe,"Continental, Italian",0,1100,0,0,19.0914575172,"Hotel Royal Garden, Ground Floor, Juhu Tara Road, Juhu, Mumbai",Mumbai,1,"Juhu, Mumbai",3,72.8278075531,Juhu,Rs.
1,https://www.zomato.com/mumbai/spiceklub-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,3370,4.2,49003,SpiceKlub,North Indian,0,1500,0,0,18.9942366712,"8A, Janta Industrial Estate, Opposite Phoenix Mills, Senapati Bapat Road, Lower Parel, Mumbai",Mumbai,1,"Lower Parel, Mumbai",3,72.8255528212,Lower Parel,Rs.
0,https://www.zomato.com/mumbai/stacks-and-racks-malad-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Excellent,3F7E00,413,4.6,18408295,Stacks And Racks,"American, Burger, Fast Food",0,500,0,0,19.1812996465,"Shop 1, Ganga Nivas, Opposite Toyota Showroom, Link Road, Malad West, Mumbai",Mumbai,1,"Malad West, Mumbai",3,72.8361914909,Malad West,Rs.
1,https://www.zomato.com/mumbai/tea-villa-cafe-versova/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1295,4.1,18270976,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",0,1000,0,1,19.1311405,"28, Aaram Nagar 1, Opposite Dariya Mahal, Versova, Andheri West",Mumbai,1,"Versova, Andheri West, Mumbai",3,72.8130738,"Versova, Andheri West",Rs.
0,https://www.zomato.com/mumbai/cafe-hydro-borivali-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,156,4.0,18447068,Cafe Hydro,Asian,0,1000,0,0,19.2213148836,"Esspee Tower, Rajendra Nagar, Dattapada Road, Borivali East, Mumbai",Mumbai,1,"Borivali East, Mumbai",3,72.8623812273,Borivali East,Rs.
0,https://www.zomato.com/mumbai/tea-villa-cafe-majiwada-thane-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,317,3.9,18441580,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",0,1000,0,1,19.2072224119,"Shop 1& 2, Y-Building, Flower Valley, Opposite Viviana Mall,Eastern Express Highway, Majiwada, Thane West",Mumbai,1,"Majiwada, Thane West, Mumbai",3,72.9722810537,"Majiwada, Thane West",Rs.
1,https://www.zomato.com/mumbai/joeys-pizza-malad-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Excellent,3F7E00,2662,4.5,34757,Joey's Pizza,Pizza,0,800,0,0,19.178321,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace, Malad West, Mumbai",Mumbai,1,"Malad West, Mumbai",3,72.834715,Malad West,Rs.
0,https://www.zomato.com/mumbai/joeys-pizza-azad-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Very Good,5BA829,5145,4.0,35217,Joey's Pizza,Pizza,0,800,0,0,19.12663,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar, Azad Nagar, Mumbai",Mumbai,1,"Azad Nagar, Mumbai",3,72.829976,Azad Nagar,Rs.
1,https://www.zomato.com/mumbai/the-rolling-pin-lower-parel/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,2,Good,9ACD32,2076,3.9,16527711,The Rolling Pin,"Bakery, Desserts, Cafe",0,700,0,0,18.9940489948,"12, Janta Industrial Estate, Senapat Bapat Road, Lower Parel, Mumbai",Mumbai,1,"Lower Parel, Mumbai",3,72.8252027929,Lower Parel,Rs.
1,https://www.zomato.com/mumbai/tea-villa-cafe-vile-parle-east/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,1515,3.6,49486,Tea Villa Cafe,"Cafe, Italian, Desserts, Fast Food, Chinese, Tea",0,1000,0,1,19.103249,"Pardhy House, Opposite Jain Temple, Junction of MG Road and Hanuman Road, Vile Parle East, Mumbai",Mumbai,1,"Vile Parle East, Mumbai",3,72.846749,Vile Parle East,Rs.
0,https://www.zomato.com/mumbai/145-kala-ghoda-fort/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,1606,4.2,18233317,145 Kala Ghoda,"Fast Food, Beverages, Desserts",0,1500,0,0,18.927583991,"145, Kala Ghoda, Fort, Mumbai",Mumbai,1,"Fort, Mumbai",3,72.8325845674,Fort,Rs.
0,https://www.zomato.com/mumbai/the-english-department-bar-diner-malad-west/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Good,9ACD32,885,3.9,18216876,The English Department Bar & Diner,"Italian, Continental, Mexican, Japanese, American, British",0,1500,0,1,19.1762686853,"Malad link Road, Near Inorbit Mall Junction, Malad West, Mumbai",Mumbai,1,"Malad West, Mumbai",3,72.8367208689,Malad West,Rs.
0,https://www.zomato.com/bangalore/flechazo-marathahalli/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,3,Very Good,5BA829,983,4.4,18353121,Flechazo,"Asian, Mediterranean, North Indian",0,1200,0,1,12.9753769124,"9/1, 1st Floor, Above Surya Nissan, VRR Orchid, Doddanakkundi, Marathahalli, Bangalore",Bangalore,1,"Marathahalli, Bangalore",4,77.6966639981,Marathahalli,Rs.
